id,answer
TAX-INTL-038,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Schweiz 1975; DBAbk Deutschland 2002; DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002 Art18; DBAbk Schweiz 1975 Art17.
TAX-INTL-039,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002; DBAbk Italien 1985 Art23 Abs3 lita; DBAbk Schweiz 1975; DBAbk Deutschland 2002 Art18.
TAX-INTL-040,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Belgien 1973; DBAbk Deutschland 2002; DBAbk Schweiz 1975; DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002 Art18.
TAX-INTL-041,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002 Art18; DBAbk Schweiz 1975; DBAbk Deutschland 2002; DBAbk Schweiz 1975 Art4 Abs2 lita.
TAX-INTL-042,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002 Art18; DBAbk Deutschland 2002; DBAbk USA 1998 Art4; DBAbk Slowakei 1995 Art3 Abs2.
TAX-INTL-043,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Schweiz 1975; DBAbk Schweiz 1975 Art4 Abs2 lita; DBAbk Deutschland 2002 Art4; DBAbk USA 1998 Art4; DBAbk Japan 1963 Art19 Abs2.
TAX-INTL-044,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1967 §3 Abs1 Z29; FamLAG 1967 §41; EStG 1988 §38 Abs1; EStG 1988 §38; EStG 1988 §15 Abs2.
TAX-INTL-045,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002; DBAbk Schweiz 1975; DBAbk Türkei 2009; DBAbk Deutschland 2002 Art18.
TAX-INTL-046,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §98 Abs1 Z6; EStG 1988 §98 Abs1 Z3; EStG 1988 §98 Abs1 Z4; EStG 1988 §98 Abs1 Z2; EStG 1988 §98 Z3.
TAX-INTL-047,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 Außergewöhnliche Belastungen 1996/303; EStG 1988 Forschungsfreibeträge 2002; EStG 1988 Berufsausbildung eines Kindes außerhalb Wohnort Nov 2001; EStG 1988 Außergewöhnliche Belastungen 1996/303 §1 Abs2; EStG 1988 Außergewöhnliche Belastungen 1996/303 §2 Abs1.
TAX-INTL-048,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Italien 1985 Art23 Abs3 lita; DBAbk USA 1998 Art4; DBAbk Italien 1985 Art23 Abs3 litb; DBAbk Deutschland 2002 Art4; DBAbk USA 1998 Art22 Abs3 lita.
TAX-INTL-049,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Deutschland 2002 Art4; 21993A1231(18) AssAbk Polen Art44 Abs4 lita Zi; EG-Abk Schweiz 2002; DBAbk USA 1998 Art4; DBAbk Deutschland 2002 Art18.
TAX-INTL-050,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Deutschland 2002 Art4; DBAbk USA 1998 Art4; DBAbk Deutschland 2002 Art18; DBAbk Italien 1985 Art23 Abs3 lita; DBAbk Schweiz 1975 Art23 Abs2.
TAX-INTL-051,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Polen 1975 Art23 Abs2; DBAbk Deutschland 2002 Art4; DBAbk Slowakei 1995 Art3 Abs2; DBAbk USA 1998 Art4; DBAbk Frankreich 1994 Art23 Abs2 lita.
TAX-INTL-052,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62002CJ0463 Kommission / Schweden; 62001CJ0234 Gerritse VORAB; 62001CJ0495 Kommission / Finnland; 62006CJ0527 Renneberg VORAB; 62008CJ0242 Swiss Re Germany Holding VORAB.
TAX-INTL-053,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: Einkommensermittlung Sportler 2000 §1; SozVersAbk Türkei 2000; DBAbk Schweiz 1975 Art4; DBAbk Schweiz 1975; 61993CJ0279 Schumacker VORAB.
TAX-INTL-054,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002 Art18; DBAbk Frankreich 1994 Art23 Abs2 lita; DBAbk Deutschland 2002; DBAbk Deutschland 2002 Art23 Abs2 litb.
TAX-INTL-055,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002 Art18; DBAbk Deutschland 2002; DBAbk USA 1998 Art4; DBAbk Frankreich 1994 Art23 Abs2 lita.
TAX-INTL-056,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Belgien 1973; DBAbk Italien 1985 Art23 Abs3 lita; DBAbk Deutschland 2002; DBAbk Italien 1985 Art23 Abs3 litb; DBAbk Deutschland 2002 Art4.
TAX-INTL-057,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62002CJ0463 Kommission / Schweden; 62006CJ0527 Renneberg VORAB; 62001CJ0495 Kommission / Finnland; 61996CJ0390 Lease Plan Luxembourg VORAB; 61998CJ0338 Kommission / Niederlande.
TAX-INTL-058,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Deutschland 2002 Art4; DBAbk Slowakei 1995 Art3 Abs2; DBAbk Deutschland 2002; DBAbk Deutschland 2002 Art18; DBAbk USA 1998 Art4.
TAX-INTL-059,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Frankreich 1994 Art23 Abs2 lita; 61999CJ0268 Aldona Malgorzata Jany VORAB; 62006CJ0527 Renneberg VORAB; DBAbk Frankreich 1994 Art23 Abs2 litb; 61993CJ0279 Schumacker VORAB.
TAX-INTL-060,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002; DBAbk Deutschland 2002 Art18; 61993CJ0279 Schumacker VORAB; DBAbk Slowakei 1995 Art3 Abs2.
TAX-INTL-061,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §98 Abs1 Z4; EStG 1988 §98 Abs1 Z3; EStG 1988 §98 Abs1 Z6; EStG 1988 §98 Abs1 Z2; EStG 1988 §98 Z3.
TAX-INTL-062,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 61993CJ0279 Schumacker VORAB; 62006CJ0527 Renneberg VORAB; 61996CJ0390 Lease Plan Luxembourg VORAB; 62006CJ0182 Lakebrink und Peters-Lakebrink VORAB; 62002CJ0463 Kommission / Schweden.
TAX-INTL-063,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk USA 1998 Art17; DBAbk Belgien 1973; DBAbk Italien 1985 Art23 Abs3 lita; DBAbk BRD 1955; DBAbk Italien 1985 Art23 Abs3 litb.
TAX-INTL-064,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 61993CJ0279 Schumacker VORAB; DBAbk Schweiz 1975; DBAbk Deutschland 2002; DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002 Art18.
TAX-INTL-065,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §98 Abs1 Z6; EStG 1988 §98 Abs1 Z3; EStG 1988 §98 Abs1 Z4; EStG 1988 §98 Z3; EStG 1988 §98 Abs1 Z2.
TAX-INTL-066,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Italien 1985 Art23 Abs3 lita; EWR-Abk Art34; DBAbk Italien 1985 Art23 Abs3 litb; DBAbk BRD 1955; DBAbk Frankreich 1994 Art23 Abs2 lita.
TAX-INTL-067,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §98 Abs1 Z6; EStG 1988 §98 Abs1 Z3; EStG 1988 §98 Abs1 Z4; EStG 1988 §98 Abs1 Z2; EStG 1988 §98 Z3.
TAX-INTL-068,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §94a Kapitalertrag Mutter/Tochter-RL 1995 §1; EStG 1988 §94a Kapitalertrag Mutter/Tochter-RL 1995 §2; EStG 1988 §94 Z5 idF 1993/012; EStG 1988 §94 Z6; EStG 1988 §94 Z5 litb.
TAX-INTL-069,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: Alters- Hinterlassenenversicherung Liechtenstein 1952; 32009R0987 Koordinierung Soziale Sicherheit DV; Richtlinien Herabsetzung Beitragsgrundlage Selbstversicherung 2005 §3; 32004R0883 Koordinierung Soziale Sicherheit Art1 litw; 31998L0049 Rentenansprüche-RL Art3.
TAX-INTL-070,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Schweiz 1975; DBAbk Schweiz 1975 Art17; DBAbk Deutschland 2002 Art4; DBAbk Deutschland 2002; DBAbk Deutschland 2002 Art18.
TAX-INTL-071,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §15 Abs2; EStG 1988 §15 Abs1; EStG 1967 §3 Abs1 Z29; EStG 1988 §15; EStG 1988 §15 Abs3.
TAX-INTL-072,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 Bewertung bestimmter Sachbezüge 1992 1993; EStG 1988 Bewertung bestimmter Sachbezüge 1992 1993 §4; DurchschnittssatzV Werbungskosten 2001 §1; EStG 1988 Bewertung bestimmter Sachbezüge 1992 1993 §4 Abs1; EStG 1988 Bewertung bestimmter Sachbezüge 1992 1993 §4 Abs4.
TAX-INTL-073,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §99 Abs1 Z5; EStG 1988 §99 Abs1 Z1; EStG 1988 §99 Abs2 Z1; EStG 1988 §99 Abs2 Z2; EStG 1988 §99 Abs1.
TAX-INTL-074,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §20 Abs1 Z5 lite; EStG 1988 §20 Abs1 Z2 lite; EStG 1988 §20 Abs1 Z5 litb; EStG 1988 §20 Abs1 Z7; EStG 1988 §20 Abs1 Z2 litb.
TAX-INTL-075,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG-D 1934 §12; EStG 1988 Forschungsfreibeträge 2002; EStG 1988 §4 Abs12 Z3; EStG 1988 §4 Abs12 Z1; EStG 1988 §4 Abs3a Z3 lita.
TAX-INTL-076,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: PatG 1970 §38; PatG 1970 §35; PatG 1970 §8; 61986CJ0102 Apple and Pear Development Council VORAB; EnFG 1979.
TAX-INTL-077,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Schweiz 1975 Art4; DBAbk Schweiz 1975 Art4 Abs2 lita; DBAbk Schweiz 1975 Art15 Abs1; SozVersAbk Türkei 2000; DBAbk Schweiz 1975 Art4 Abs2 litb.
TAX-INTL-078,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 32016L0801 Studenten-RL Art7 Art7 Abs1 lite; 32016L0801 Studenten-RL Art7 Abs1 lite; DBAbk Schweiz 1975 Art4; 32004L0038 Unionsbürger-RL Art7 Abs1 litb; 32016L0801 Studenten-RL Art7 Abs1 litc.
TAX-INTL-079,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DBAbk Schweiz 1975 Art4; SozVersAbk Türkei 2000; 31972R0574 WanderarbeitnehmerV DV; Alters- Hinterlassenenversicherung Liechtenstein 1952; SozVersAbk Ungarn 2000.
TAX-INTL-080,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 32016L0801 Studenten-RL Art7 Art7 Abs1 lite; 32016L0801 Studenten-RL Art7 Abs1 lite; 32016L0801 Studenten-RL Art7 Abs1 litc; 32003L0086 Familienzusammenführung-RL; 32016L0801 Studenten-RL Art7 Abs3.
ESTG-NEW-001,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UStBLV 2018 §1 Z9; UStBLV 2018 §1 Z7; UStBLV 2018; 62017CJ0320 Marle Participations VORAB; 62015CJ0011 Cesky rozhlas VORAB.
ESTG-NEW-002,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 31969L0335 Kapital Ansammlungs-RL indirekte Steuern; 31969L0335 Kapital Ansammlungs-RL indirekte Steuern Art4; 32008L0007 Kapital Ansammlungs-RL indirekte Steuern Art5 Abs1 lita; 31969L0335 Kapital Ansammlungs-RL indirekte Steuern Art10; 32008L0007 Kapital Ansammlungs-RL indirekte Steuern Art5 Abs1 litc.
ESTG-NEW-003,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62023CJ0168 Prysmian Cabluri si Sisteme; 62022CJ0368 Danish Fluid System Technologies VORAB; 62017CJ0320 Marle Participations VORAB; 62012CJ0190 Emerging Markets Series of DFA Investment Trust Company VORAB; UStBLV 2018.
ESTG-NEW-004,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62023CJ0168 Prysmian Cabluri si Sisteme; 62017CJ0320 Marle Participations VORAB; 62018CJ0075 Vodafone Magyarorszag VORAB; 62011CJ0044 Deutsche Bank VORAB; 62010CJ0371 National Grid Indus VORAB.
ESTG-NEW-005,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62022CJ0368 Danish Fluid System Technologies VORAB; 62017CJ0295 MEO - Servicos de Comunicacoes e Multimédia VORAB; 62023CJ0168 Prysmian Cabluri si Sisteme; 62018CJ0075 Vodafone Magyarorszag VORAB; 62016CJ0374 Geissel VORAB.
ESTG-NEW-006,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: LiebhabereiV; LiebhabereiV 1993; BAO §28; LiebhabereiV Art2; 62016CC0132 Iberdrola Inmobiliaria Real Estate Investments Schlussantrag.
ESTG-NEW-007,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §27 Abs1 Z1 litd idF 2009/I/052; EStG 1988 §27 Abs4 idF 2010/I/111; EStG 1988 §27 Abs5 Z8 litb; EStG 1988 §27 idF 2010/I/111; EStG 1988 §27 Abs3 idF 2010/I/111.
ESTG-NEW-008,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62017CJ0320 Marle Participations VORAB; 62019CJ0231 Blackrock Investment Management (UK) VORAB; 62011CJ0338 Santander Asset Management SGIIC VORAB; 62016CJ0404 Lombard Ingatlan Lizing VORAB; 62023CJ0168 Prysmian Cabluri si Sisteme.
ESTG-NEW-009,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EWR-Abk Art34; EWR-Abk Art28; 31969L0335 Kapital Ansammlungs-RL indirekte Steuern; 31990L0435 Mutter/Tochter-RL Art2; 31969L0335 Kapital Ansammlungs-RL indirekte Steuern Art4.
ESTG-NEW-010,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62017CJ0320 Marle Participations VORAB; 62016CJ0036 Posnania Investment VORAB; 62018CJ0242 UniCredit Leasing VORAB; 62016CJ0404 Lombard Ingatlan Lizing VORAB; 62018CJ0042 Cardpoint VORAB.
ESTG-NEW-011,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62019CJ0231 Blackrock Investment Management (UK) VORAB; EWR-Abk Art28; 62012CJ0190 Emerging Markets Series of DFA Investment Trust Company VORAB; EWR-Abk Art34; 62004CJ0446 Test Claimants in the FII Group Litigation VORAB.
ESTG-NEW-012,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §27 idF 2010/I/111; EStG 1988 §27 Abs3 idF 2010/I/111; EStG 1988 §27 Abs2 idF 2010/I/111; EStG 1988 §27 Abs4 idF 2010/I/111; EStG 1988 §27a Abs1.
ESTG-NEW-013,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62022CJ0368 Danish Fluid System Technologies VORAB; 62018CJ0042 Cardpoint VORAB; 62016CJ0036 Posnania Investment VORAB; 62011CJ0392 Field Fisher Waterhouse VORAB; 62018CJ0323 Tesco-Global Aruhazak VORAB.
ESTG-NEW-014,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62018CJ0075 Vodafone Magyarorszag VORAB; 62017CJ0320 Marle Participations VORAB; 62023CJ0602 Finanzamt für Großbetriebe VORAB; 62015CJ0011 Cesky rozhlas VORAB; 62016CJ0036 Posnania Investment VORAB.
ESTG-NEW-015,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62012CJ0190 Emerging Markets Series of DFA Investment Trust Company VORAB; 62013CJ0048 Nordea Bank Danmark VORAB; 62019CJ0231 Blackrock Investment Management (UK) VORAB; Kapitalabfluss-MeldeG 2015 §6; 62011CJ0338 Santander Asset Management SGIIC VORAB.
ESTG-NEW-016,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: Kapitalabfluss-MeldeG 2015 §6; 31969L0335 Kapital Ansammlungs-RL indirekte Steuern; 31969L0335 Kapital Ansammlungs-RL indirekte Steuern Art4; InvFG 1993; KStG 1988 §24 Abs5 idF 2015/I/163.
ESTG-NEW-017,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: SteuerreformG 2020; 62016CC0132 Iberdrola Inmobiliaria Real Estate Investments Schlussantrag; UStBLV 2018 §1 Z7; UStBLV 2018 §1 Z9; UStBLV 2018.
ESTG-NEW-018,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §27 Abs3 idF 2010/I/111; EStG 1988 §27 Abs2 idF 2010/I/111; EStG 1988 §27 Abs4 idF 2010/I/111; EStG 1988 §27 Abs5 Z3; EStG 1988 §27 idF 2010/I/111.
ESTG-NEW-019,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62012CJ0190 Emerging Markets Series of DFA Investment Trust Company VORAB; 31969L0335 Kapital Ansammlungs-RL indirekte Steuern; 31969L0335 Kapital Ansammlungs-RL indirekte Steuern Art4; 62019CJ0231 Blackrock Investment Management (UK) VORAB; 32008L0007 Kapital Ansammlungs-RL indirekte Steuern Art5 Abs1 lita.
ESTG-NEW-020,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62015CJ0011 Cesky rozhlas VORAB; UStBLV 2018; 62022CJ0368 Danish Fluid System Technologies VORAB; AbgÄG 2020; UStBLV 2018 §1 Z7.
VAT-DOM-001,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62004CJ0245 EMAG Handel Eder VORAB; 62015CJ0340 Nigl VORAB; 62011CJ0189 Kommission / Spanien; 62015CJ0432 Bastova VORAB; 62018CJ0323 Tesco-Global Aruhazak VORAB.
VAT-DOM-002,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62014CJ0187 DSV Road VORAB; 31987R2658 Kombinierte Nomenklatur Anh1; UStG 1994 Anh Art3 Abs3; UStG 1994 Anh Art20; 31987R2658 Kombinierte Nomenklatur Anh1 Teil2 idF 32005R1719.
VAT-DOM-003,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: KollV eisen- und metallverarbeitende Gewerbe; KollV eisen- und metallverarbeitende Industrie Pkt7; KollV eisen- und metallverarbeitende Industrie Abschn14; KollV eisen- und metallverarbeitende Gewerbe Abschn8; ABGB §1151 Abs1.
VAT-DOM-004,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62009CJ0233 Dijkman VORAB; 61998CJ0338 Kommission / Niederlande; 62004CJ0439 Kittel VORAB; 62002CJ0463 Kommission / Schweden; 62001CJ0495 Kommission / Finnland.
VAT-DOM-005,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62015CJ0159 Lesar VORAB; 62014CJ0558 Khachab VORAB; 62011CJ0532 Leichenich VORAB; 62015CJ0432 Bastova VORAB; 62012CJ0599 Jetair und BTWE Travel4you VORAB.
VAT-DOM-006,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: ABGB §1151 Abs1; HGB §164; HGB §167; HGB §168; ABGB §833.
VAT-DOM-007,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62004CJ0409 Teleos VORAB; 61995CJ0085 Reisdorf VORAB; 62010CJ0499 Vlaamse Oliemaatschappij VORAB; 62014CJ0250 Air France - KLM VORAB; 61988CJ0320 Shipping Forwarding Enterprise Safe VORAB.
VAT-DOM-008,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62010CJ0371 National Grid Indus VORAB; UStG 1994 §4; UStG 1994 §4 Abs9; UStG 1994 §4 Abs10; UStG 1994 §4 Abs5.
VAT-DOM-009,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §3 Abs1 Z5 litd; EStG 1988 §3 Abs1 Z4 litc; EStG 1988 §3 Abs1 Z4 litf; EStG 1988 §3 Abs1 Z5 litc; EStG 1988 §3 Abs1 Z5 litb.
VAT-DOM-010,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: Beförderungsnachweis innergemeinschaftliche Lieferungen 1996; UStG 1994 Anh Art7; UStG 1994 Anh Art12; UStG 1994 Art7 Abs1; UStG 1994 Anh Art7 Abs1.
VAT-DOM-011,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UStG 1994 §26 Abs5 lite; UStG 1994 Art7; UStG 1994 Art1; UStG 1994 Art25; UStG 1994 Anl Z44.
VAT-DOM-012,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 61988CJ0320 Shipping Forwarding Enterprise Safe VORAB; UStG 1994 §26 Abs1; UStG 1994 §19 Abs1; 62009CJ0103 Weald Leasing VORAB; UStG 1994 §3.
VAT-DOM-013,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 61995CJ0147 Dimossia Epicheirissi Ilektrismou / Evrenopoulos VORAB; 62010CJ0371 National Grid Indus VORAB; 61999CJ0143 Adria-Wien Pipeline VORAB; 62000CJ0392 Norddeutsche Gesellschaft Entsorgungsaufgaben VORAB; UStG Telekommunikationsdienste 1997 §1.
VAT-DOM-014,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: ZollRDG 1994 §83; ZollRDG 1994 §108; ZollRDG 1994 §85c Abs8; ZollRDG 1994 §108 Abs1; ZollRDG 1994 §85c Abs5.
VAT-DOM-015,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62011CJ0395 BLV Wohn- und Gewerbebau VORAB; 62005CO0018 Casa di cura privata Salus u.a.; 62009CJ0103 Weald Leasing VORAB; 62018CJ0242 UniCredit Leasing VORAB; 62016CJ0404 Lombard Ingatlan Lizing VORAB.
VAT-DOM-016,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UStG 1994 §19 Abs1; UStG 1994 §26 Abs1; UStG 1994 §26 Abs5 lita; UStG 1994 §26; UStG 1994 §12.
VAT-DOM-017,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UStG 1994 §3a Abs16; UStG 1994 §3a Abs1; UStG 1994 §3a Abs6; UStG 1994 §3a Abs12; UStG 1994 §3a.
VAT-DOM-018,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62015CJ0159 Lesar VORAB; 62010CJ0383 Kommission / Belgien; 62014CJ0558 Khachab VORAB; 62009CJ0175 AXA UK VORAB; 62018CJ0192 Kommission / Polen.
VAT-DOM-019,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 61999CJ0326 Stichting Goed Wonen VORAB; 62009CJ0103 Weald Leasing VORAB; 62011CJ0395 BLV Wohn- und Gewerbebau VORAB; PatG 1970 §8; ABGB §897.
VAT-DOM-020,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62015CJ0159 Lesar VORAB; 62001CJ0495 Kommission / Finnland; 62014CJ0558 Khachab VORAB; 62015CJ0564 Tibor Farkas VORAB; 62010CJ0383 Kommission / Belgien.
VAT-DOM-021,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UStG 1994 §1 Abs1 Z2 lita; UStG 1994 §1 Abs1 Z2; UStG 1994 §1 Abs1 Z1; UStG 1994 §1 Abs1 Z2 litd; UStG 1994 §1 Abs1 Z2 litb.
VAT-DOM-022,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62019CJ0403 Societe Generale VORAB; 62004CJ0347 Rewe Zentralfinanz VORAB; 62000CJ0351 Niemi VORAB; 62000CJ0315 Maierhofer VORAB; 61995CJ0250 Futura Participations VORAB.
VAT-DOM-023,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UStG 1994 §2 Abs5 Z2; UStG 1994 §2 Abs2 Z2; UStG 1994 §2 Abs1; UStG 1994 §2 Abs4 Z2; UStG 1994 §2 Abs4 Z1.
VAT-DOM-024,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62011CJ0395 BLV Wohn- und Gewerbebau VORAB; 62003CJ0412 Hotel Scandic Gasabäck VORAB; 31977L0388 Umsatzsteuer-RL 06te Art17; 31977L0388 Umsatzsteuer-RL 06te Art18; LiebhabereiV §1 Abs2.
VAT-DOM-025,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 62016CJ0404 Lombard Ingatlan Lizing VORAB; 62011CJ0395 BLV Wohn- und Gewerbebau VORAB; 32006L0112 Mehrwertsteuersystem-RL Art2 Abs1 lita; 61988CJ0050 Kühne / Finanzamt München III VORAB; 62009CJ0103 Weald Leasing VORAB.
VAT-DOM-026,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UStG 1994 §22; UStG 1994 §22 Abs1; EStG 1988 §22 Z1 litb; UStG 1994 §22 Abs5; UStG 1994 §22 Abs6.
VAT-DOM-027,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UStG 1994 §1 Abs1 Z2 lita; UStG 1994 §1 Abs1 Z2; UStG 1994 §1 Abs1 Z1; UStG 1994 §1 Abs1; UStG 1994 §1 Abs1 Z3.
