id,instruction
TAX-INTL-050,"Nein, ein DBA begründet für sich allein keine österreichische Steuerpflicht, wenn das innerstaatliche Recht keine Steuerpflicht vorsieht, da DBAs nur Verteilungsregeln zwischen Staaten enthalten und voraussetzen, dass eine Steuerpflicht nach innerstaatlichem Recht bereits besteht. Die Steuerpflicht muss daher zunächst durch die österreichischen Bestimmungen (z.B. Einkünfte-Zuordnung nach § 1 Abs 1 EStG 1988 oder § 1 Abs 1 KStG 1988) gegeben sein, wobei das DBA dann nur regelt, welcher Staat das Besteuerungsrecht hat. (§ 1 EStG 1988, § 1 KStG 1988, Wiener Übereinkommen über das Recht der Verträge)"
TAX-INTL-051,"Ja, die Honorare unterliegen der beschränkten Steuerpflicht in Österreich, da der tschechische Architekt durch seine persönliche Tätigkeit in Wien eine Betriebsstätte begründet, auch wenn keine formale Geschäftseinrichtung besteht; die Einkünfte aus dieser österreichischen Quelle sind daher in Österreich steuerpflichtig (§ 98 Abs 1 Z 2 EStG 1988, § 1 Abs 4 EStG 1988)."
TAX-INTL-052,"Nein, die bloße Tatsache, dass der wirtschaftliche Erfolg der österreichischen Volkswirtschaft dient, begründet keine Betriebsstätte oder Verwertung in Österreich, wenn die Leistung physisch im Ausland erbracht wird; entscheidend ist der Ort der tatsächlichen Leistungserbringung und nicht der Ort der wirtschaftlichen Auswirkung. (§ 5 Abs 7 BAO, Doppelbesteuerungsabkommen Österreich-Schweden Art. 5)"
TAX-INTL-053,"Nein, für die beschränkte Steuerpflicht selbständiger Arbeit ist keine österreichische Betriebsstätte zwingend erforderlich; es genügt, dass die selbständige Arbeit im Inland ausgeübt wird oder von hier aus geleitet wird. (§ 98 Abs 1 Z 2 EStG 1988, § 1 Abs 1 Z 2 KStG 1988)"
TAX-INTL-054,"Ja, die in Österreich durch die Betriebsstätte erzielten gewerblichen Einkünfte unterliegen der beschränkten Steuerpflicht in Österreich, da die Betriebsstätte als Ort der Geschäftsleitung oder Verwaltung eine österreichische Betriebsstätte darstellt und damit Einkünfte, die dieser zuzurechnen sind, dem österreichischen Besteuerungsrecht unterliegen (§ 1 Abs 4 EStG 1988, § 1 Abs 1 KStG 1988, DBA Österreich-Liechtenstein Art. 5, 7)."
TAX-INTL-055,"Ja, durch einen ständigen Vertreter kann ein ausländischer Gewerbetreibender ohne Betriebsstätte in Österreich beschränkt steuerpflichtig werden, da der ständige Vertreter einer Betriebsstätte gleichgestellt ist und dadurch österreichische Einkünfte der Besteuerung unterliegen. (§ 98 Abs 1 BAO, § 1 Abs 4 EStG 1988)"
TAX-INTL-056,"Ja, unbewegliches Vermögen im Inland begründet eine beschränkte Steuerpflicht für den italienischen Unternehmer, da Einkünfte aus österreichischem Grundvermögen und damit verbundene gewerbliche Tätigkeiten dem österreichischen Besteuerungsrecht unterliegen. Die Besteuerung erstreckt sich auf die mit dem inländischen Hotel erzielten Einkünfte nach den Regeln der beschränkten Steuerpflicht. (§ 98 Abs 1 Z 1 BAO, § 1 Abs 4 EStG 1988)"
TAX-INTL-057,"Ja, die Einkünfte sind in Österreich steuerpflichtig, da das Beratungsunternehmen durch die Erbringung von Dienstleistungen im österreichischen Inland tätig ist und damit Betriebsstätteneinkünfte erzielt, die der österreichischen Besteuerung unterliegen, unabhängig davon, ob eine formelle Betriebsstätte besteht. (§ 1 Abs 1 KStG 1988, § 98 BAO)"
TAX-INTL-058,"Ja, es entsteht beschränkte Steuerpflicht für Einkünfte aus der Arbeitstätigkeit in Österreich, da die persönliche Tätigkeit von Arbeitskräften im Inland eine Betriebsstätte darstellt, auch wenn kein festes Geschäftseinrichtung vorhanden ist. (§ 98 Abs 1 BAO, § 1 Abs 4 KStG 1988, Art. 5 Abs 2 lit. a OECD-MA)"
TAX-INTL-059,"Ja, die Einkünfte aus der Aufführung in Wien unterliegen der beschränkten Steuerpflicht in Österreich, da es sich um Einkünfte aus einer in Österreich ausgeübten Tätigkeit handelt, auch ohne Betriebsstätte. (§ 98 Abs 1 Z 2 EStG 1988, § 1 Abs 4 KStG 1988)"
TAX-INTL-060,"Ja, ein in Ungarn ansässiger Arbeitnehmer unterliegt in Österreich mit seinen Arbeitslohneinkünften der beschränkten Steuerpflicht, wenn die Arbeit tatsächlich in Österreich ausgeübt wird, unabhängig von der Dauer der Tätigkeit. (§ 98 Abs 1 Z 1 EStG 1988, Art. 15 Abs 1 MA-Abkommen Österreich-Ungarn)"
TAX-INTL-061,"Ja, § 98 EStG 1988 erfasst solche Pensionsbezüge aus einer österreichischen öffentlichen Kasse als österreichische Einkünfte, unabhängig davon, ob der Empfänger im Ausland lebt, da die Quelle der Einkünfte (österreichische öffentliche Kasse) entscheidend ist und nicht der Wohnort des Beziehers (§ 98 Abs 1 Z 1 EStG 1988). Der im Ausland lebende Pensionist ist daher mit diesen Einkünften in Österreich einkommensteuerpflichtig (§ 98 EStG 1988)."
TAX-INTL-062,"Ja, die Einkünfte aus der Vermietung der Innsbrucker Eigentumswohnung unterliegen in Österreich der beschränkten Steuerpflicht, da die Einkunftsquelle (unbewegliches Vermögen) sich im österreichischen Inland befindet und damit dem österreichischen Besteuerungsrecht unterliegt. (§ 98 Abs 1 Z 1 EStG 1988, § 2 Abs 3 EStG 1988)"
TAX-INTL-063,"Ja, der Veräußerungsgewinn unterliegt in Österreich der beschränkten Steuerpflicht, da das Grundstück im Inland liegt und Gewinne aus der Veräußerung von inländischen Grundstücken unabhängig vom Wohnort des Verkäufers der österreichischen Besteuerung unterliegen. (§ 98 Abs 1 Z 2 BAO, § 1 Abs 3 EStG 1988)"
TAX-INTL-064,"Ja, der in Bayern ansässige Landwirt ist in Österreich beschränkt steuerpflichtig für die Einkünfte aus der Bewirtschaftung österreichischer Ackerflächen, da diese als inländische Betriebsstätte oder Einkünfte aus österreichischen Grundstücken qualifizieren und somit der österreichischen Besteuerung unterliegen. (§ 1 Abs 4 EStG 1988, § 2 Abs 3 EStG 1988)"
TAX-INTL-065,"Ja, § 98 Abs. 1 Z 6 EStG 1988 kann greifen, da diese Bestimmung Einkünfte aus Rechten erfasst, die in ein österreichisches öffentliches Register eingetragen sind, unabhängig vom Wohnsitz des Einkunftsbeziehers – die spanische Ansässigkeit hindert die österreichische Besteuerung nicht (§ 98 Abs. 1 Z 6 EStG 1988)."
TAX-INTL-066,"Ja, ein in Luxemburg ansässiger Anleger ist in Österreich beschränkt steuerpflichtig auf österreichische Kapitalerträge, auf die Kapitalertragsteuer einzubehalten war, da diese als österreichische Einkünfte der Kategorie Einkünfte aus Kapitalvermögen gelten und der Besteuerung unterliegen (§ 98 Abs 1 EStG 1988, § 2 Abs 5 EStG 1988). Die Kapitalertragsteuer wird als Vorauszahlung angerechnet (§ 207 EStG 1988)."
TAX-INTL-067,"Inländische Zinsen nach § 98 Abs. 1 Z 5 lit. b EStG 1988 liegen vor, wenn die Zinsen von einer inländischen Betriebsstätte oder von einer in Österreich ansässigen Person oder Körperschaft gezahlt werden, unabhängig davon, wo die zugrunde liegende Schuld begründet wurde. Entscheidend ist der Ort der Schuldnerschaft bzw. wo die Zinszahlung wirtschaftlich ihren Ursprung hat (§ 98 Abs. 1 Z 5 lit. b EStG 1988)."
TAX-INTL-068,"Nein, Kapitalerträge eines beschränkt Steuerpflichtigen unterliegen nicht der beschränkten Steuerpflicht, wenn für sie eine KESt-Befreiung nach § 94 EStG 1988 besteht, da die Befreiung von der KESt gleichzeitig die Befreiung von der beschränkten Einkommensteuer bewirkt (§ 98 Abs 1 EStG 1988)."
TAX-INTL-069,"Ja, für einen im Ausland lebenden Pensionisten kann beschränkte Steuerpflicht für die österreichische Sozialversicherungspension bestehen, wenn diese auf einer früher im Inland ausgeübten oder verwerteten Tätigkeit beruht und die Einkünfte in Österreich liegen. (§ 98 Abs 1 Z 2 EStG 1988, § 2 Abs 1 Z 5 EStG 1988)"
TAX-INTL-070,"Ja, ein in Portugal ansässiger Künstler kann in Österreich beschränkt steuerpflichtig sein, wenn er hier Einkünfte aus unselbständiger Arbeit erzielt, da Österreich Besteuerungsrechte für Arbeitseinkommen des Staates behält, in dem die Tätigkeit ausgeübt wird. Dies gilt unabhängig vom Wohnsitz, solange die Arbeit tatsächlich in Österreich erbracht wird. (§ 98 Abs 1 EStG 1988, Doppelbesteuerungsabkommen Österreich-Portugal Art. 15)"
TAX-INTL-071,"Ein Arbeitnehmer ist beschränkt lohnsteuerpflichtig, wenn er im Inland Arbeitslohn bezieht, aber nicht unbeschränkt steuerpflichtig ist – also keinen Wohnsitz oder gewöhnlichen Aufenthaltsort in Österreich hat (§ 98 Abs 1 EStG 1988). Die Lohnsteuer wird dann vom Arbeitgeber auf den Bruttolohn einbehalten und abgeführt (§ 98 Abs 2 EStG 1988)."
TAX-INTL-072,"Nein, bei beschränkt lohnsteuerpflichtigen Arbeitnehmern wird die Lohnsteuer grundsätzlich nach einem reduzierten Tarif (20 % Flat Tax) berechnet, nicht nach dem normalen progressiven Tarif mit Kürzung von Absetzbeträgen. (§ 2 Abs 1 Z 2 EStG 1988, § 98 Abs 1 EStG 1988)"
TAX-INTL-073,"Nein, für Arbeitnehmerbezüge eines beschränkt Steuerpflichtigen aus einer Vortragstätigkeit kommt der ermäßigte 20%-Satz nicht zur Anwendung, da dieser nur für bestimmte Einkünfte aus selbstständiger Arbeit gemäß § 99 Abs. 1 Z 1 EStG 1988 vorgesehen ist, während Arbeitnehmerbezüge unter die regulären Lohnsteuerabzugsvorschriften fallen und für beschränkt Steuerpflichtige der Normalsatz von 25% gilt (§ 98 Abs. 1 EStG 1988, § 99 Abs. 1 Z 1 EStG 1988)."
TAX-INTL-074,"Ja, beschränkt Steuerpflichtige können Betriebsausgaben und Werbungskosten bei der Veranlagung berücksichtigen, soweit diese wirtschaftlich mit ihren steuerpflichtigen österreichischen Einkünften unmittelbar zusammenhängen. (§ 2 Abs 2 EStG 1988, § 8 Abs 3 KStG 1988)"
TAX-INTL-075,"Ja, beschränkt Steuerpflichtige können Verluste grundsätzlich nur aus inländischen Einkünften abziehen, wobei Verluste aus ausländischen Quellen nicht berücksichtigt werden. Allerdings gibt es Ausnahmen für Betriebsstättenverluste und unter bestimmten Voraussetzungen für Verluste aus Beteiligungen an ausländischen Personengesellschaften. (§ 2 Abs 5 EStG 1988, § 8 Abs 3 KStG 1988)"
TAX-INTL-076,"Die Progressionsermäßigung für die Verwertung von Patentrechten ist bei beschränkter Steuerpflicht grundsätzlich nicht ausgeschlossen, sondern steht auch beschränkt steuerpflichtigen Personen zu, sofern die Einkünfte aus der Verwertung von Patentrechten in Österreich steuerpflichtig sind. Die Progressionsermäßigung wird jedoch nur auf den österreichischen Einkünfteteil angewendet (§ 6 Abs 1 Z 5 EStG 1988, § 10 Abs 1 Z 5 KStG 1988)."
TAX-INTL-077,"Ja, Spitzenforscher können unter bestimmten Voraussetzungen eine Zuzugsbegünstigung in Anspruch nehmen, die eine Befreiung oder Reduktion der Einkommensteuer auf ausländische Einkünfte für einen Zeitraum von bis zu 10 Jahren ermöglicht, sofern sie zuvor nicht in Österreich unbeschränkt steuerpflichtig waren und die Voraussetzungen des Forscherprivilegs erfüllen (§ 4 Abs 14 EStG 1988 i.V.m. § 4 Abs 14a EStG 1988)."
TAX-INTL-078,"Ja, ein nach Österreich zuziehender Wissenschaftler kann einen befristeten Zuzugsfreibetrag von 30% auf seine Einkünfte für maximal 10 Jahre erhalten, sofern er die Voraussetzungen erfüllt (insbesondere Hochschulabschluss, Tätigkeit in Forschung und Entwicklung, und Zuzug aus dem Ausland). (§ 4 Abs 1 Z 4 EStG 1988, § 4 Abs 1a EStG 1988)"
TAX-INTL-079,"Ja, die Zuzugsbegünstigung für Fachkräfte und Spezialisten setzt neben dem tatsächlichen Zuzug nach Österreich auch voraus, dass der Mittelpunkt der Lebensinteressen (Wohnsitz) nach Österreich verlegt wird, da nur dann eine unbeschränkte Steuerpflicht begründet wird, auf deren Basis die Begünstigung gewährt werden kann (§ 1 Abs 1 EStG 1988, § 98 Abs 1 EStG 1988 iVm den Richtlinien zur Zuzugsbegünstigung)."
TAX-INTL-080,"Nein, die Zuzugsbegünstigung ist nicht möglich, da die Person innerhalb der letzten fünf Jahre vor dem Zuzug in Österreich bereits hier unbeschränkt steuerpflichtig war und somit die Voraussetzung der Abwesenheit nicht erfüllt ist. (§ 6 Abs 1 Z 2 EStG 1988)"
ESTG-NEW-001,"Die Steuerpflicht für die Staking-Rewards entsteht mit dem Zeitpunkt der wirtschaftlichen Verfügbarkeit, also nach Ablauf der 21-tägigen Unbonding-Periode (Februar 2026), nicht bei der bloßen Gutschrift, wobei der Zugangsbesteuerung der Marktwert von EUR 3.450 pro ETH (insgesamt EUR 6.210) zugrunde zu legen ist (§ 4 Abs 1 EStG 1988, § 27 Abs 1 EStG 1988). Die anschließende Veräußerung der 1,8 ETH führt zu keinem zusätzlichen Einkünfteergebnis, da der Veräußerungspreis dem Zugangsmarktwert entspricht und somit ein Gewinn von EUR 0 entsteht (§ 27 Abs 1 EStG 1988, § 30 Abs 1 EStG 1988)."
ESTG-NEW-002,"Die Ausgabe von Gratisaktien aus Gesellschaftsmitteln löst keine Steuerpflicht aus, da es sich um eine Kapitalerhöhung ohne Barausgleich handelt, bei der die Anschaffungskosten auf alle Aktien (alte und neue) aufzuteilen sind (§ 4 Abs 1 EStG 1988, § 5 Abs 1 EStG 1988). Die Anschaffungskosten pro Aktie betragen nach der Aufteilung EUR 33,33 (EUR 20.000 ÷ 600 Aktien), sodass sich beim Verkauf aller 600 Aktien zu EUR 38 pro Aktie ein steuerpflichtiger Veräußerungsgewinn von EUR 2.800 ergibt (600 × EUR 38 − 600 × EUR 33,33) (§ 30 EStG 1988)."
ESTG-NEW-003,"Der steuerlich relevante Zufluss der BTC-X erfolgt im März 2026 beim Hard Fork, da Herr Nemec zu diesem Zeitpunkt wirtschaftlich über die neuen Token verfügt, auch ohne aktiven Zugriff; die Anschaffungskosten betragen EUR 800 (10 BTC-X × EUR 80 Kurs am Fork-Datum), da der Kurs am Entstehungszeitpunkt maßgeblich ist (§ 4 Abs 1 EStG 1988, § 6 Abs 1 Z 2 EStG 1988 analog für Kryptowährungen als Wirtschaftsgüter)."
ESTG-NEW-004,"Bei der Einzahlung in den Liquidity Pool liegt ein steuerpflichtiger Tausch vor, da Frau Pichler ihre 50 ETH gegen LP-Token tauscht, was als Veräußerung der ETH zu qualifizieren ist (§ 27 Abs 1 EStG 1988, § 5 Abs 1 KStG 1988 – Einkünfte aus Kapitalvermögen). Bei der Entnahme liegt ebenfalls ein steuerpflichtiger Tausch vor, da die LP-Token gegen 48 ETH und 2.500 USDC getauscht werden, wobei der Impermanent Loss als Veräußerungsverlust zu berücksichtigen ist (§ 27 Abs 1 EStG 1988)."
ESTG-NEW-005,"Das Bridging von BTC zu WBTC ist **kein steuerlich neutraler Transfer**, sondern ein steuerpflichtiger Tausch, da Herr Winkler zwei unterschiedliche Wirtschaftsgüter (Bitcoin und Wrapped Bitcoin) mit eigenständigen Marktpreisen tauscht und damit eine Veräußerung der ursprünglichen BTC realisiert; die Gewinne sind als private Veräußerungsgeschäfte zu besteuern, wobei der Gewinn aus dem Bridging (5 BTC × EUR 60.000 − EUR 25.000 = EUR 175.000) und der nachfolgende Tausch WBTC-ETH separat zu berechnen sind (§ 30 Abs 1 EStG, § 2 Abs 1 Z 5 EStG – private Veräußerungsgeschäfte mit Kryptowährungen)."
ESTG-NEW-006,"Der Airdrop stellt für Frau Berger Einkünfte aus Kapitalvermögen dar und ist mit dem Marktwert zum Zufluss (EUR 20.000) als Betriebseinnahme oder Einkünfte aus Kapitalvermögen zu erfassen (§ 27 Abs 1 EStG 1988, § 4 Abs 1 EStG 1988). Der Veräußerungsgewinn berechnet sich aus dem Verkaufserlös (EUR 50.000) abzüglich der Anschaffungskosten in Höhe des Marktwerts bei Zufluss (EUR 20.000), sodass ein steuerpflichtiger Gewinn von EUR 30.000 entsteht, wobei die Spekulationsfrist von sechs Monaten nicht erfüllt ist und daher die volle Besteuerung erfolgt (§ 30 Abs 1 EStG 1988)."
ESTG-NEW-007,"Die Einordnung als Zinsen gemäß § 27 Abs. 2 Z 2 EStG ist nicht korrekt, da Staking-Rewards typischerweise als Einkünfte aus Gewerbebetrieb (§ 2 Abs. 1 Z 1 EStG) oder als sonstige Einkünfte (§ 27 Abs. 1 Z 1 EStG) zu qualifizieren sind, je nachdem ob eine nachhaltige Betätigung vorliegt. Die DeFi-Transaktionskosten können dann als Betriebsausgaben oder Werbungskosten geltend gemacht werden, sofern die entsprechende Einkunftsart vorliegt (§ 4 Abs. 4 EStG, § 6 Abs. 1 Z 4 EStG)."
ESTG-NEW-008,"Die Staking-Rewards sind mangels schriftlicher Vereinbarung nach dem Grundsatz der wirtschaftlichen Berechtigung hälftig beiden Ehegatten zuzurechnen, da beide zu gleichen Teilen Eigentümer des Wallets sind (§ 4 Abs 1 EStG 1988). Bei der Veräußerung der 30 ETH ist mangels dokumentierter Zuordnung die Durchschnittsmethode anzuwenden, wonach die Anschaffungskosten mit EUR 2.750/ETH [(50 × 2.000 + 50 × 3.500) ÷ 100] zu berechnen sind, was zu Anschaffungskosten von EUR 82.500 für die 30 verkauften ETH führt (§ 6 Abs 1 Z 2 EStG 1988, Rsp. zu Kryptowährungen)."
ESTG-NEW-009,"Nein, die Stockdividende ist in Österreich nicht steuerfrei. Frau Schneider muss in Österreich auf den Wert der zugeteilten neuen Aktien (50 Aktien × EUR 82 = EUR 4.100) Einkommensteuer zahlen, da Dividenden – unabhängig davon, ob sie in bar oder in Aktien gewährt werden – als Einkünfte aus Kapitalvermögen zu versteuern sind und die deutsche Nichtbesteuerung für österreichische Steuerzwecke nicht maßgeblich ist (§ 27 Abs 1 EStG 1988, § 8 Abs 1 KStG 1988)."
ESTG-NEW-010,"Das Unstaking selbst ist kein steuerpflichtiger Vorgang, da es sich um eine bloße Änderung der Verfügbarkeit über bereits vorhandene Kryptowerte handelt und keine Veräußerung oder Tausch stattfindet; steuerpflichtig werden erst der Verkauf der 10 SOL zu EUR 210/SOL (Veräußerungsgewinn) und die Staking-Rewards von 0,5 SOL als Einkünfte aus Kapitalvermögen im Zeitpunkt der Gutschrift (§ 27 Abs 1 EStG 1988, § 4 Abs 1 Z 1 EStG 1988)."
ESTG-NEW-011,"Der Verlustausgleich funktioniert wie folgt: Die Gewinne und Verluste aus privaten Kryptogeschäften (ETH +8.000, BTC -3.000, Derivat -12.000) werden zunächst saldiert, was einen Gesamtverlust von EUR 7.000 ergibt; dieser Verlust kann gemäß § 2 Abs 5a EStG 1988 (Spekulationsfrist) nur gegen andere Einkünfte aus privaten Veräußerungsgeschäften verrechnet werden, nicht aber gegen die Dividendeneinkünfte, die als Einkünfte aus Kapitalvermögen einer separaten Besteuerung unterliegen (§ 27 Abs 1 EStG 1988). Die EUR 2.000 Dividenden werden daher unabhängig vom Krypto-Verlust besteuert, und der verbleibende Krypto-Verlust von EUR 7.000 kann in das Folgejahr vorgetragen werden (§ 2 Abs 5a EStG 1988)."
ESTG-NEW-012,"Nein, Herr Pfeifer hat nicht Recht. Der Sondersteuersatz des § 27b EStG (27,5 %) gilt nur für private Veräußerungsgewinne aus Kryptowährungen, nicht für Gewinne aus dem Betriebsvermögen eines Unternehmers; da die BTC als Betriebsvermögen bilanziert wurden, unterliegen die Veräußerungsgewinne der regulären Einkommensteuer mit Progression und sind als Betriebseinkünfte zu behandeln (§ 23 EStG, § 27b EStG). Der Umstand, dass die BTC ursprünglich als Zahlungsmittel gedacht waren, ändert nichts an ihrer Qualifikation als Betriebsvermögen, da sie tatsächlich in die Betriebsbilanz aufgenommen wurden."
ESTG-NEW-013,"Bei einer Token-Migration im Verhältnis 1:1 mit identischer wirtschaftlicher Funktion und Governance liegt kein steuerpflichtiger Tausch vor, da die Substanz des Vermögensgegenstands erhalten bleibt und lediglich eine technische Aktualisierung des Protokolls erfolgt; dies entspricht einer Umwandlung ohne Realisierung von Einkünften, weshalb die ursprünglichen Anschaffungskosten (EUR 1.000) auf die neuen Token übertragen werden (§ 27 Abs 1 EStG 1988, § 4 Abs 1 EStG 1988 – Realisationsprinzip)."
ESTG-NEW-014,"Die automatische Erhöhung der stETH-Menge durch den Rebase-Mechanismus stellt Einkünfte aus Kapitalvermögen dar und ist im Zeitpunkt der Werterhöhung als Einkommen zu erfassen (nicht erst beim Verkauf), während der Verkaufsgewinn aus der Differenz zwischen Anschaffungswert und Veräußerungspreis als Spekulationseinkünfte behandelt wird, sofern zwischen Erwerb und Veräußerung weniger als ein Jahr liegt – beide Komponenten unterliegen der Besteuerung nach dem Einkommensteuergesetz mit progressivem Tarif oder pauschal nach § 27a EStG 1988, je nachdem ob die Spekulationsfrist erfüllt ist (§ 27a EStG 1988, § 2 Abs 1 Z 5 EStG 1988)."
ESTG-NEW-015,"Nein, diese Ansicht ist nicht korrekt. Der Tausch von USDT gegen USDC im Februar 2026 stellt eine steuerpflichtige Veräußerung dar, da es sich um zwei unterschiedliche Wirtschaftsgüter handelt und ein Veräußerungsgewinn von EUR 250 (5.000 × EUR 0,03 Differenz) entsteht, unabhängig davon, dass beide Stablecoins ähnliche Funktionen erfüllen (§ 27 Abs 1 EStG 1988, § 5 Abs 1 KStG 1988 i.V.m. der Behandlung von Kryptowerten als Wirtschaftsgüter). Auch der Verkauf der restlichen 5.000 USDT im Mai 2026 ist steuerpflichtig mit einem Gewinn von EUR 250 (5.000 × EUR 0,05 Differenz zum Anschaffungspreis)."
ESTG-NEW-016,"Die Einlage der 20 ETH in das Betriebsvermögen führt zu einer Betriebseinnahme in Höhe des Marktwerts von EUR 64.000 (20 × EUR 3.200), wobei der private Anschaffungswert unbeachtlich ist (§ 4 Abs 1 EStG 1988). Die Entnahme der 10 ETH im Juni 2026 stellt eine Betriebsausgabe in Höhe des Entnahmewerts von EUR 35.000 dar (§ 4 Abs 1 EStG 1988), und der anschließende Verkauf dieser 10 ETH zu EUR 3.800/ETH ist eine private Veräußerung von Privatvermögen, die nach Ablauf der einjährigen Spekulationsfrist (§ 30 Abs 3 EStG 1988) steuerfrei ist, da die ETH länger als ein Jahr im Privatvermögen gehalten wurden."
ESTG-NEW-017,"Die Anschaffungskosten für Frau Wimmer betragen EUR 204.000 (3 BTC × EUR 68.000 Marktwert zum Todestag), da bei Erbschaften der Wert zum Stichtag der Erbschaft maßgeblich ist. Der Verkauf im Juni 2026 ist nicht steuerpflichtig, da Bitcoin, die vor dem 1. März 2021 angeschafft wurden, unter die Übergangsregelung fallen und damit von der Besteuerung von Kryptowährungen ausgenommen sind – diese Begünstigung wird durch die Vererbung nicht aufgehoben. (§ 27a Abs 1 EStG 1988, § 27a Abs 5 EStG 1988 idF Ökosoziales Steuerreformgesetz 2022)"
ESTG-NEW-018,"Herr Zach kann einen Verlust aus Kryptowährungen geltend machen, da die Sperrung des Zugangs zur CEX einer Veräußerung gleichzusetzen ist und damit die Realisierungsvoraussetzung erfüllt ist; der Verlust beträgt EUR 28.800 (Anschaffungskosten EUR 36.000 minus Veräußerungserlös EUR 9.600) und ist im Veranlagungsjahr 2026 geltend zu machen, da die wirtschaftliche Verfügbarkeit im April 2026 endgültig entfallen ist (§ 27 Abs. 8 EStG, § 4 Abs. 1 EStG)."
ESTG-NEW-019,"Nein, das stimmt nicht vollständig: Der Reverse Stock Split selbst ist als bloße Umstrukturierung nicht steuerbar, allerdings ist die Barabfindung von EUR 250 für die 5 überschüssigen Aktien eine Veräußerung, die der Besteuerung unterliegt und zu einer Spekulationssteuer führt, wenn die Haltedauer unter 5 Jahren liegt (§ 30 Abs 3 EStG 1988, § 4 Abs 1 Z 55 EStG 1988). Die Anschaffungskosten sind auf die verbleibenden 100 Aktien zu verteilen, wobei die Barabfindung als Veräußerungspreis der 5 Aktien gilt."
ESTG-NEW-020,"Die Staking-Einkünfte sind **bei automatischem Re-Staking steuerpflichtig**, da die Rewards wirtschaftlich bereits bei ihrer Gutschrift im Polkadot-Netzwerk Frau Kern zufließen und verfügbar sind – unabhängig davon, dass sie technisch nicht in einer frei verfügbaren Wallet landen, sondern unmittelbar re-staked werden (Zufluss-Prinzip der Einkünfte aus Kapitalvermögen). Der Marktwert von EUR 3.400 zum jeweiligen Gutschriftzeitpunkt ist daher im Jahr 2026 als Einkünfte aus Kapitalvermögen zu erfassen (§ 27 Abs 1 EStG 1988, § 4 Abs 1 EStG 1988 – Zufluss-Prinzip)."
VAT-DOM-001,"Nein, der Marktplatz wird nicht als Lieferer behandelt, da er die Waren nicht selbst erwirbt und weiterverkauft, sondern nur als Vermittler tätig ist. Der chinesische Händler bleibt Unternehmer der Lieferung, muss sich aber als Nicht-EU-Unternehmer zur Umsatzsteuer anmelden und die Einfuhrumsatzsteuer entrichten, da die Wareneinfuhr in die EU steuerpflichtig ist. Der Marktplatz haftet allerdings als Plattformbetreiber für die Umsatzsteuer, wenn er nicht nachweisen kann, dass der Verkäufer ein in der EU registriertes Unternehmen ist (§ 6 Abs 1 Z 1 UStG 1994 i.V.m. § 19 Abs 1 UStG 1994 und der Plattformbetreiber-Haftungsregelung gemäß § 19 Abs 1a UStG 1994)."
VAT-DOM-002,"Die Beförderung wird der Lieferung von A an B zugeordnet, da B als Abnehmer die Beförderung organisiert und seine polnische Umsatzsteuer-Identifikationsnummer mitteilt, wodurch die Lieferung A→B als innergemeinschaftliche Lieferung mit Versendung aus Polen qualifiziert wird; die nachfolgende Lieferung B→C ist hingegen eine Lieferung mit Versendung aus Österreich (§ 6 Abs 1 Z 2 UStG 1994, Beförderungsprinzip)."
VAT-DOM-003,"Es liegt eine sonstige Leistung vor, da der Unternehmer durch die Überlassung des fertigen Schmuckstücks statt der Verarbeitung des übergebenen Goldes eine über die reine Werkleistung hinausgehende Leistung erbringt, die nicht als typische Lieferung einzuordnen ist, sondern als entgeltliche Leistung gegen Werklohn zu qualifizieren ist. (§ 3 Abs 7 UStG 1994, Rechtsprechung zu Werklieferungen vs. sonstigen Leistungen)"
VAT-DOM-004,"Der Leistungsort für die Weiterverrechnungstätigkeit der schweizerischen Gesellschaft liegt in Österreich, da die Besorgungsleistung (Vermittlung/Weitergabe von Eintrittsberechtigungen für eine Veranstaltung in Wien) am Ort der zugrunde liegenden Veranstaltung erbracht wird und die schweizerische Gesellschaft als Besorgungsunternehmer tätig ist. (§ 6 Abs 1 Z 5 UStG 1994, Leistungsort für Besorgungsleistungen ist der Ort, wo die Leistung tatsächlich erbracht wird)"
VAT-DOM-005,"Nein, der Leistungsort liegt nicht in Österreich, sondern am Ort des Empfängers in Spanien, da es sich um eine Dienstleistung handelt, die an eine Privatperson erbracht wird und der Ort der Dienstleistung grundsätzlich dort bestimmt wird, wo der Leistungsempfänger ansässig ist (§ 6 Abs 1 Z 5 UStG 1994). Der Ort, von dem aus der Unternehmer die Leistung erbringt, ist für die Leistungsortsbestimmung unerheblich."
VAT-DOM-006,"Nein, die Lieferung des Verarbeiters erstreckt sich nicht auf den gesamten ursprünglichen Silbergehalt, da der Auftraggeber durch die Rückgabe von nicht identischen, sondern nur gleichartigen Silberabfällen seine vertragliche Verpflichtung nicht erfüllt hat und damit eine echte Verarbeitung im Sinne des Umsatzsteuerrechts vorliegt, bei der der Verarbeiter als Unternehmer die gesamte Lieferung (einschließlich der nicht zurückgegebenen Rückstände) umsatzsteuerpflichtig erbringt. (§ 3 Abs 9 UStG 1994, Verarbeitungsprinzip)"
